,date,title,description,source
10087,2019-03-21 00:21:39-07:00,"Huawei P30 Pro Price, Specifications Leaked via Amazon Listing - Gadgets 360","The Huawei P30 Pro gets briefly listed on Amazon, which confirms most of the specifications and pricing.",Ndtv.com
10088,2019-03-21 00:11:31-07:00,"Huawei P30 Pro key specifications, price leaked in Amazon listing - The Indian Express",Huawei P30 Pro has been spotted on the Amazon Italy website as revealed by Slashleaks. The listing confirms the specifications and price of the upcoming device.,Indianexpress.com
10089,2019-03-20 22:53:00-07:00,Officeworks' latest Amazon defence - The Australian Financial Review,"Officeworks is defending its turf from Amazon by expanding products and services, many of which are on display at the world's biggest office supplies store.",Australian Financial Review
10090,2019-03-20 17:36:35-07:00,"Amify, which promises more profits to third party sellers on Amazon, just raised its first outside venture round","Small businesses have a complicated relationship with Amazon. While they fear the company because they have no control over it, Amazon’s platform is also a great way to reach shoppers, particularly small businesses that rise to the top of its results pages. A…",TechCrunch
10091,2019-03-20 17:00:01-07:00,Amazon updates base model Kindle with an illuminated display - GSMArena.com news - GSMArena.com,Also gets a higher contrast display with a capacitive touchscreen.,Gsmarena.com
10092,2019-03-20 16:37:09-07:00,"VMware CEO says Cisco's networking software is like 'a bicycle' compared to his 'Lamborghini' as they fight for cloud dominance (VMW, CSCO, AMZN)","VMware and Cisco's rivalry is as fierce as ever, as both companies fight to stay relevant while their customers ditch old-fashioned tech for the cloud. VMware CEO Pat Gelsinger couldn't help but throw some shade at Cisco in a recent interview, calling its sof…",Business Insider
10093,2019-03-20 15:09:03-07:00,"Amazon announce the very affordable, All-new Kindle - Ausdroid",Amazon revolutionised the market with the Kindle and ever since they have been the go-to e-reader fo,Ausdroid.net
10094,2019-03-20 14:55:40-07:00,'We shouldn't be inviting bullies to our neighborhood': Alexandria Ocasio-Cortez defends her criticism of Amazon HQ2 in surprise Queens appearance (AMZN),"Rep. Alexandria Ocasio-Cortez spoke out about criticism of the opposition she took to the deal New York struck for Amazon's HQ2. At a community board meeting in Astoria, Queens, she answered a constituent's question with a lengthy response in which she emphas…",Business Insider
10095,2019-03-20 14:19:18-07:00,Amazon is aggressively blocking ads for unprofitable products as part of a plan to bolster its bottom line - CNBC,Amazon has been more aggressively enforcing its policy of suspending ads if the product being promoted doesn't make money.,CNBC
10096,2019-03-20 14:05:04-07:00,How to use your Amazon Alexa device to get local news and weather from Denver7 - 7NEWS Denver,"With Alexa “Flash Briefings,” you can get updates on local news, weather and traffic just by asking Alexa.",Youtube.com
10097,2019-03-20 13:46:49-07:00,Union Accuses Amazon of Breaking Federal Law by Firing Activist,,Bloomberg
10098,2019-03-20 13:44:39-07:00,"Amazon leaks Huawei P30 Pro listing and pricing, days before official launch - Ausdroid","What a screw up - almost a week a head of the official launch, Amazon has accidentally published a l",Ausdroid.net
10099,2019-03-20 12:34:00-07:00,"Amazon has a new cheap Kindle, but the Paperwhite is still a better deal - The Next Web","Amazon today updated its entry-level Kindle, making it at once a bit more useful and a bit more expensive – the starting price has gone from $79.99 to $89.99 . It’s a welcome update, but you should probably buy the Kindle Paperwhite instead. The biggest chang…",The Next Web
10100,2019-03-20 12:18:54-07:00,Active options: AMD AAPL MU FB BAC DIS AMZN BA NVDA NFLX  ,,StreetInsider
10101,2019-03-20 12:06:00-07:00,Amazon just unveiled an all-new Kindle - BGR,"Amazon on Wednesday rolled out an updated version of its Kindle e-reader, giving the entry-level version of the tablet a small price bump and adding a front light to it — making this the firs…",Bgr.com
10102,2019-03-20 12:03:00-07:00,"Amazon has launched its first-ever skin-care line, called Belei — and all 12 products are $40 or less","Insider Picks writes about products and services to help you navigate when shopping online. Insider Inc. receives a commission from our affiliate partners when you buy through our links, but our reporting and recommendations are always independent and objecti…",Business Insider
10103,2019-03-20 11:25:25-07:00,"Amazon (AMZN) Trades at High, Up 1.8%",,StreetInsider
10104,2019-03-20 11:23:46-07:00,"After Google, EU's Antitrust Sights May Turn to Amazon and Apple",,Bloomberg
10105,2019-03-20 10:45:02-07:00,Amazon and Union at Odds Over Firing of Staten Island Warehouse Worker,"After the company’s plans for a big New York presence ran into labor issues, a union says that an employee was fired for speaking out about working conditions.",The New York Times
10106,2019-03-20 09:19:00-07:00,"Instagram in-app purchases will boost ad sales and affiliate fees (FB, NKE, LVMUY, PVH, AMZN)","This is an excerpt from a story delivered exclusively to Business Insider Intelligence Digital Media Briefing subscribers. To receive the full story plus other insights each morning, click here. Instagram is rolling out a checkout button in the app that will …",Business Insider
10107,2019-03-20 09:00:00-07:00,Domo Expands Its Data Science Solution With New Amazon SageMaker Integration,,StreetInsider
10108,2019-03-20 09:00:00-07:00,Domo Expands Its Data Science Solution With New Amazon SageMaker Integration,,StreetInsider
10109,2019-03-20 08:21:31-07:00,Cosmetic Stocks Lower as Amazon (AMZN) Launches Skincare Line,,StreetInsider
10110,2019-03-20 08:16:24-07:00,Active options: AMD AAPL FB MU BA NVDA BAC AMZN FDX CGC TSLA DIS ,,StreetInsider
10111,2019-03-20 08:07:21-07:00,"Amazon Kindle with adjustable front light launched at Rs 7,999 - Times of India",The new Amazon Kindle features a capacitive 6-inch touch display to prevent accidental swipes.,The Times of India
10112,2019-03-20 07:00:01-07:00,Amazon Italy accidentally confirms Huawei P30 Pro price - GSMArena.com news - GSMArena.com,,Gsmarena.com
10113,2019-03-20 06:50:42-07:00,Amazon Launches New Kindle With Adjustable Light - Thurrott.com,"Amazon brings its customer-favorite adjustable front light to the regular Kindle, bumps up the price.",Thurrott.com
10114,2019-03-20 06:39:35-07:00,Amazon Pay inks Worldpay integration as it branches out in the wider world of e-commerce,"Amazon rules the roost when it comes to e-commerce marketplaces in countries like the US, but today it’s announcing a deal that it hopes will be a start its plan to have that same kind of ubiquity outside of its walled garden. The company has inked a deal wit…",TechCrunch
10115,2019-03-20 06:30:00-07:00,"Amazon Kindle (10th Gen) With Inbuilt Front Light Launched in India at Rs. 7,999 - Gadgets 360",Amazon Kindle (10th Gen) has a front light and is available in two colours &mdash; Black and White.,Ndtv.com
10116,2019-03-20 06:24:01-07:00,Amazon releases a sub-$100 Kindle you can read in the dark - Engadget,Amazon has launched the first sub-$100 Kindle with a front light.,Engadget
10117,2019-03-20 06:23:52-07:00,Amazon releases a sub-$100 Kindle you can read in the dark - Engadget,Amazon has launched the first sub-$100 Kindle with a front light.,Engadget
10118,2019-03-20 06:13:00-07:00,Amazon rules the product search process (AMZN),"This is an excerpt from a story delivered exclusively to Business Insider Intelligence E-Commerce Briefing subscribers. To receive the full story plus other insights each morning, click here. Online shoppers are relying heavily on Amazon throughout the shoppi…",Business Insider
10119,2019-03-20 06:11:53-07:00,"Hotstar VIP Subscription Debuts at Rs. 365 a Year to Counter Amazon Prime Video, Netflix; 'Pay by Cash' Option Launched Too - Gadgets 360",Hotstar All Annual Sports plan subscribers will automatically be upgraded to Hotstar VIP at no additional charge.,Ndtv.com
10120,2019-03-20 06:00:43-07:00,Amazon updates the $90 Kindle with a front light - TechCrunch,"Cost has always been a big part of the Kindle line’s appeal at the low end. Amazon’s very good at undercutting the competition, while still managing to provide a workhorse e-reader in the process. Of course, paying $90 for the device comes with a number of cu…",TechCrunch
10121,2019-03-20 06:00:43-07:00,Amazon updates the $90 Kindle with a front light - TechCrunch,"Cost has always been a big part of the Kindle line’s appeal at the low end. Amazon’s very good at undercutting the competition, while still managing to provide a workhorse e-reader in the process. Of course, paying $90 for the device comes with a number of cu…",TechCrunch
10122,2019-03-20 06:00:10-07:00,Amazon updates the $90 Kindle with a front light,"Cost has always been a big part of the Kindle line’s appeal at the low end. Amazon’s very good at undercutting the competition, while still managing to provide a workhorse e-reader in the process. Of course, paying $90 for the device comes with a number of cu…",TechCrunch
10123,2019-03-20 06:00:00-07:00,"Amazon Kicks Off Spring with the Launch of Belei, its First Dedicated Skincare Line",,StreetInsider
10124,2019-03-20 05:36:01-07:00,Amazon (sub)Prime?,How commingling has contaminated Amazon inventory and paved the way for a huge lemon problem.,Financial Times
10125,2019-03-20 05:36:01-07:00,Amazon (sub)Prime?,How commingling has contaminated Amazon inventory and paved the way for a huge lemon problem.,Financial Times
10126,2019-03-20 05:28:00-07:00,"Amazon Steps to Protect Customers May Have Major Impact On Vendors, According to The Upstart Group",,StreetInsider
10127,2019-03-20 05:00:00-07:00,Worldpay Becomes First Acquirer to Enable Amazon Pay,,StreetInsider
10128,2019-03-20 04:36:08-07:00,Vodafone Offering 50 Percent Amazon Prime Discount to Prepaid Subscribers in 'Youth Offer' - NDTV,Vodafone is offering its youth prepaid subscribers a 50 percent discount on a year&rsquo;s worth of Amazon Prime subscription.,Ndtv.com
10129,2019-03-20 04:26:40-07:00,Evercore ISI Starts Amazon.com (AMZN) at Outperform,,StreetInsider
10130,2019-03-20 03:03:00-07:00,"The world's best-performing mutual fund features Juul Labs as its top holding. Here are its 12 other biggest bets. (GOOGL, MSFT, AMZN)","The Fidelity Advisor Growth Opportunities Fund is beating out the rest of its mutual fund peers over the past 12 months, according to Kiplinger, returning 27%. Juul Labs, the private e-cigarette maker, is the fund's top holding. Markets Insider has compiled s…",Business Insider
10131,2019-03-19 18:38:27-07:00,Vodafone Prepaid Users Can Avail 50% Discount on Amazon Prime Membership: Here’s How - TelecomTALK,"Vodafone is known for its unique offerings in the industry. The UK-based telco has a unique offering under its sleeves for its prepaid subscribers aged between 18 and 24 range. With the increasing competition in the prepaid and postpaid segment, […]",Telecomtalk.info
10132,2019-03-19 18:38:27-07:00,Vodafone Prepaid Users Can Avail 50% Discount on Amazon Prime Membership: Here’s How - TelecomTALK,"Vodafone is known for its unique offerings in the industry. The UK-based telco has a unique offering under its sleeves for its prepaid subscribers aged between 18 and 24 range. With the increasing competition in the prepaid and postpaid segment, […]",Telecomtalk.info
10133,2019-03-19 18:31:47-07:00,Vodafone Prepaid Users Can Avail 50% Discount on Amazon Prime Membership: Here’s How - TelecomTALK,"Vodafone is known for its unique offerings in the industry. The UK-based telco has a unique offering under its sleeves for its prepaid subscribers aged between 18 and 24 range. With the increasing competition in the prepaid and postpaid segment, […]",Telecomtalk.info
